Electrode,Time,rawTimeSeries-NoLineNoise,bpThetaTimeSeries,bpGammaTimeSeries,thetaAngle,thetaPower,gammaAngle,gammaPower,BinEdgesThetaAngle,AveGammaPower,SpectrogramTime,SpectrogramFreq,SpectrogramPower
mL_AH1,4.217,-0.073,-0.531,1.799,1.716,13.524,-0.115,3.281,,,,,
mL_AH1,4.218,-2.741,-0.648,1.803,1.745,13.993,0.087,3.277,,,,,
mL_AH1,4.219,-3.351,-0.769,1.732,1.775,14.416,0.290,3.269,,,,,
mL_AH1,4.220,-4.449,-0.897,1.589,1.805,14.948,0.494,3.257,,,,,
mL_AH1,4.221,-9.108,-1.030,1.377,1.836,15.433,0.699,3.239,,,,,
mL_AH1,4.222,-4.868,-1.170,1.107,1.867,16.029,0.905,3.214,,,,,
mL_AH1,4.223,-4.656,-1.316,0.791,1.900,16.578,1.111,3.183,,,,,
mL_AH1,4.224,-4.514,-1.468,0.443,1.932,17.240,1.318,3.143,,,,,
mL_AH1,4.225,-0.143,-1.628,0.080,1.966,17.854,1.525,3.097,,,,,
mL_AH1,4.226,-2.440,-1.794,-0.281,2.000,18.583,1.733,3.041,,,,,
mL_AH1,4.227,-6.412,-1.966,-0.623,2.035,19.263,1.940,2.979,,,,,
mL_AH1,4.228,2.050,-2.145,-0.930,2.070,20.058,2.148,2.908,,,,,
mL_AH1,4.229,-2.686,-2.331,-1.187,2.107,20.804,2.355,2.830,,,,,
mL_AH1,4.230,-7.073,-2.522,-1.385,2.143,21.664,2.561,2.743,,,,,
mL_AH1,4.231,-7.537,-2.719,-1.515,2.182,22.474,2.767,2.651,,,,,
mL_AH1,4.232,-6.498,-2.921,-1.575,2.219,23.398,2.972,2.552,,,,,
mL_AH1,4.233,-7.698,-3.128,-1.564,2.259,24.272,-3.108,2.448,,,,,
mL_AH1,4.234,-6.158,-3.339,-1.487,2.297,25.257,-2.905,2.339,,,,,
mL_AH1,4.235,-7.300,-3.553,-1.352,2.338,26.192,-2.705,2.227,,,,,
mL_AH1,4.236,-5.271,-3.769,-1.169,2.378,27.234,-2.506,2.112,,,,,
mL_AH1,4.237,-7.172,-3.988,-0.951,2.420,28.227,-2.310,1.996,,,,,
mL_AH1,4.238,-4.579,-4.208,-0.711,2.461,29.322,-2.116,1.880,,,,,
mL_AH1,4.239,-1.641,-4.427,-0.461,2.504,30.371,-1.925,1.765,,,,,
mL_AH1,4.240,-0.634,-4.646,-0.214,2.546,31.514,-1.738,1.653,,,,,
mL_AH1,4.241,-2.629,-4.862,0.020,2.589,32.613,-1.555,1.545,,,,,
mL_AH1,4.242,-5.453,-5.076,0.232,2.632,33.799,-1.376,1.442,,,,,
mL_AH1,4.243,-4.607,-5.285,0.418,2.677,34.945,-1.202,1.345,,,,,
mL_AH1,4.244,-4.301,-5.489,0.574,2.721,36.166,-1.033,1.256,,,,,
mL_AH1,4.245,-6.989,-5.687,0.700,2.766,37.353,-0.870,1.177,,,,,
mL_AH1,4.246,-2.024,-5.876,0.796,2.811,38.603,-0.712,1.107,,,,,
mL_AH1,4.247,-3.333,-6.057,0.868,2.857,39.825,-0.561,1.049,,,,,
mL_AH1,4.248,-4.145,-6.228,0.917,2.902,41.097,-0.414,1.004,,,,,
mL_AH1,4.249,-7.126,-6.387,0.950,2.949,42.347,-0.272,0.973,,,,,
mL_AH1,4.250,-6.420,-6.535,0.969,2.995,43.634,-0.135,0.956,,,,,
mL_AH1,4.251,-5.276,-6.668,0.977,3.043,44.906,0.001,0.954,,,,,
mL_AH1,4.252,-8.949,-6.787,0.975,3.089,46.198,0.136,0.969,,,,,
mL_AH1,4.253,-7.554,-6.891,0.964,3.137,47.486,0.272,1.001,,,,,
mL_AH1,4.254,-7.087,-6.978,0.940,-3.100,48.775,0.411,1.050,,,,,
mL_AH1,4.255,-5.369,-7.047,0.900,-3.051,50.070,0.554,1.118,,,,,
mL_AH1,4.256,-7.697,-7.098,0.839,-3.004,51.349,0.701,1.205,,,,,
mL_AH1,4.257,-4.460,-7.129,0.752,-2.955,52.644,0.854,1.311,,,,,
mL_AH1,4.258,-8.952,-7.141,0.634,-2.907,53.904,1.013,1.436,,,,,
mL_AH1,4.259,-8.799,-7.132,0.481,-2.858,55.192,1.178,1.582,,,,,
mL_AH1,4.260,-4.689,-7.103,0.291,-2.810,56.423,1.349,1.747,,,,,
mL_AH1,4.261,-5.723,-7.051,0.064,-2.761,57.696,1.525,1.933,,,,,
mL_AH1,4.262,-6.875,-6.978,-0.197,-2.712,58.893,1.706,2.138,,,,,
mL_AH1,4.263,-8.970,-6.883,-0.485,-2.663,60.143,1.892,2.365,,,,,
mL_AH1,4.264,-10.048,-6.765,-0.790,-2.614,61.296,2.082,2.610,,,,,
mL_AH1,4.265,-7.456,-6.625,-1.099,-2.564,62.516,2.275,2.877,,,,,
mL_AH1,4.266,-10.667,-6.464,-1.395,-2.516,63.619,2.473,3.161,,,,,
mL_AH1,4.267,-8.235,-6.280,-1.661,-2.466,64.802,2.673,3.465,,,,,
mL_AH1,4.268,-7.703,-6.075,-1.878,-2.417,65.848,2.876,3.786,,,,,
mL_AH1,4.269,-5.829,-5.848,-2.027,-2.367,66.986,3.081,4.125,,,,,
mL_AH1,4.270,-0.656,-5.601,-2.094,-2.318,67.969,-2.994,4.480,,,,,
mL_AH1,4.271,-3.731,-5.334,-2.063,-2.268,69.057,-2.784,4.850,,,,,
mL_AH1,4.272,-4.589,-5.047,-1.927,-2.219,69.971,-2.572,5.234,,,,,
mL_AH1,4.273,-4.003,-4.742,-1.682,-2.169,71.002,-2.359,5.629,,,,,
mL_AH1,4.274,0.076,-4.420,-1.332,-2.119,71.844,-2.144,6.036,,,,,
mL_AH1,4.275,-2.909,-4.081,-0.886,-2.069,72.813,-1.927,6.450,,,,,
mL_AH1,4.276,3.544,-3.726,-0.362,-2.020,73.578,-1.709,6.873,,,,,
mL_AH1,4.277,4.143,-3.357,0.217,-1.970,74.480,-1.490,7.298,,,,,
mL_AH1,4.278,4.614,-2.975,0.823,-1.921,75.165,-1.270,7.727,,,,,
mL_AH1,4.279,4.561,-2.581,1.424,-1.871,75.996,-1.049,8.154,,,,,
mL_AH1,4.280,4.559,-2.177,1.984,-1.822,76.599,-0.827,8.580,,,,,
mL_AH1,4.281,3.415,-1.763,2.470,-1.773,77.355,-0.603,8.999,,,,,
mL_AH1,4.282,8.977,-1.342,2.850,-1.723,77.876,-0.380,9.412,,,,,
mL_AH1,4.283,9.220,-0.914,3.095,-1.674,78.554,-0.155,9.814,,,,,
mL_AH1,4.284,9.628,-0.482,3.186,-1.625,78.991,0.071,10.203,,,,,
mL_AH1,4.285,10.194,-0.046,3.110,-1.576,79.589,0.297,10.577,,,,,
mL_AH1,4.286,10.279,0.392,2.864,-1.527,79.943,0.523,10.932,,,,,
mL_AH1,4.287,11.462,0.830,2.454,-1.478,80.461,0.751,11.268,,,,,
mL_AH1,4.288,11.104,1.267,1.900,-1.429,80.733,0.978,11.579,,,,,
mL_AH1,4.289,13.156,1.702,1.227,-1.381,81.168,1.207,11.867,,,,,
mL_AH1,4.290,9.515,2.133,0.471,-1.332,81.361,1.435,12.125,,,,,
mL_AH1,4.291,6.347,2.559,-0.327,-1.284,81.714,1.664,12.356,,,,,
mL_AH1,4.292,3.030,2.978,-1.122,-1.235,81.829,1.893,12.555,,,,,
mL_AH1,4.293,5.227,3.390,-1.869,-1.187,82.102,2.122,12.723,,,,,
mL_AH1,4.294,6.890,3.792,-2.524,-1.139,82.143,2.352,12.855,,,,,
mL_AH1,4.295,5.726,4.184,-3.049,-1.092,82.336,2.582,12.954,,,,,
mL_AH1,4.296,8.555,4.565,-3.413,-1.044,82.307,2.811,13.017,,,,,
mL_AH1,4.297,4.765,4.933,-3.593,-0.996,82.423,3.041,13.044,,,,,
mL_AH1,4.298,8.647,5.288,-3.580,-0.949,82.328,-3.012,13.034,,,,,
mL_AH1,4.299,12.266,5.629,-3.373,-0.902,82.370,-2.782,12.987,,,,,
mL_AH1,4.300,13.440,5.954,-2.986,-0.854,82.214,-2.552,12.905,,,,,
mL_AH1,4.301,11.021,6.264,-2.441,-0.808,82.186,-2.322,12.785,,,,,
mL_AH1,4.302,8.419,6.557,-1.772,-0.761,81.974,-2.093,12.632,,,,,
mL_AH1,4.303,14.333,6.833,-1.016,-0.715,81.880,-1.863,12.443,,,,,
mL_AH1,4.304,12.932,7.091,-0.220,-0.668,81.619,-1.634,12.223,,,,,
mL_AH1,4.305,14.813,7.332,0.572,-0.623,81.463,-1.405,11.970,,,,,
mL_AH1,4.306,16.748,7.553,1.316,-0.576,81.159,-1.176,11.689,,,,,
mL_AH1,4.307,16.774,7.757,1.970,-0.531,80.948,-0.947,11.377,,,,,
mL_AH1,4.308,20.132,7.941,2.501,-0.485,80.607,-0.719,11.042,,,,,
mL_AH1,4.309,19.569,8.107,2.882,-0.441,80.347,-0.491,10.682,,,,,
mL_AH1,4.310,26.347,8.253,3.099,-0.395,79.977,-0.264,10.301,,,,,
mL_AH1,4.311,21.270,8.381,3.144,-0.351,79.673,-0.037,9.901,,,,,
mL_AH1,4.312,21.266,8.490,3.025,-0.306,79.281,0.189,9.485,,,,,
mL_AH1,4.313,22.609,8.580,2.754,-0.263,78.940,0.415,9.056,,,,,
mL_AH1,4.314,24.780,8.652,2.356,-0.218,78.534,0.639,8.615,,,,,
mL_AH1,4.315,24.068,8.706,1.858,-0.175,78.165,0.863,8.168,,,,,
mL_AH1,4.316,23.236,8.742,1.295,-0.131,77.752,1.086,7.714,,,,,
mL_AH1,4.317,23.873,8.761,0.702,-0.088,77.361,1.307,7.259,,,,,
mL_AH1,4.318,21.902,8.763,0.114,-0.045,76.949,1.527,6.802,,,,,
mL_AH1,4.319,22.465,8.749,-0.438,-0.003,76.545,1.746,6.351,,,,,
mL_AH1,4.320,21.692,8.719,-0.927,0.040,76.141,1.962,5.904,,,,,
mL_AH1,4.321,21.244,8.673,-1.332,0.082,75.731,2.177,5.468,,,,,
mL_AH1,4.322,22.149,8.613,-1.639,0.124,75.343,2.389,5.041,,,,,
mL_AH1,4.323,19.570,8.538,-1.842,0.165,74.935,2.598,4.630,,,,,
mL_AH1,4.324,14.676,8.450,-1.942,0.207,74.570,2.804,4.235,,,,,
mL_AH1,4.325,14.538,8.349,-1.947,0.248,74.171,3.006,3.859,,,,,
mL_AH1,4.326,18.523,8.235,-1.869,0.290,73.836,-3.079,3.505,,,,,
mL_AH1,4.327,20.637,8.109,-1.724,0.330,73.454,-2.886,3.176,,,,,
mL_AH1,4.328,19.145,7.972,-1.532,0.371,73.154,-2.699,2.872,,,,,
mL_AH1,4.329,16.203,7.824,-1.308,0.410,72.796,-2.518,2.597,,,,,
mL_AH1,4.330,15.606,7.665,-1.072,0.451,72.539,-2.344,2.353,,,,,
mL_AH1,4.331,20.504,7.497,-0.834,0.490,72.210,-2.178,2.141,,,,,
mL_AH1,4.332,19.688,7.319,-0.607,0.531,72.000,-2.019,1.963,,,,,
mL_AH1,4.333,21.294,7.132,-0.395,0.569,71.706,-1.868,1.819,,,,,
mL_AH1,4.334,16.831,6.936,-0.199,0.609,71.548,-1.724,1.713,,,,,
mL_AH1,4.335,18.515,6.732,-0.018,0.648,71.294,-1.585,1.643,,,,,
mL_AH1,4.336,17.198,6.521,0.154,0.687,71.191,-1.449,1.612,,,,,
mL_AH1,4.337,15.408,6.302,0.323,0.726,70.982,-1.314,1.619,,,,,
mL_AH1,4.338,20.417,6.075,0.495,0.765,70.937,-1.177,1.665,,,,,
mL_AH1,4.339,18.459,5.842,0.675,0.803,70.775,-1.035,1.748,,,,,
mL_AH1,4.340,16.242,5.602,0.864,0.842,70.790,-0.887,1.870,,,,,
mL_AH1,4.341,20.001,5.355,1.061,0.880,70.677,-0.731,2.028,,,,,
mL_AH1,4.342,18.631,5.101,1.259,0.919,70.754,-0.566,2.223,,,,,
mL_AH1,4.343,19.402,4.842,1.447,0.957,70.692,-0.393,2.451,,,,,
mL_AH1,4.344,17.500,4.576,1.610,0.996,70.830,-0.211,2.713,,,,,
mL_AH1,4.345,20.858,4.305,1.733,1.034,70.819,-0.022,3.004,,,,,
mL_AH1,4.346,20.415,4.028,1.796,1.073,71.017,0.174,3.324,,,,,
mL_AH1,4.347,24.765,3.744,1.782,1.111,71.056,0.376,3.671,,,,,
mL_AH1,4.348,20.908,3.456,1.677,1.149,71.313,0.584,4.040,,,,,
mL_AH1,4.349,21.847,3.162,1.472,1.187,71.401,0.796,4.429,,,,,
mL_AH1,4.350,21.837,2.862,1.164,1.226,71.713,1.013,4.835,,,,,
mL_AH1,4.351,19.560,2.557,0.758,1.264,71.847,1.234,5.256,,,,,
mL_AH1,4.352,21.659,2.247,0.268,1.303,72.211,1.458,5.686,,,,,
mL_AH1,4.353,20.341,1.932,-0.283,1.342,72.388,1.685,6.125,,,,,
mL_AH1,4.354,19.844,1.613,-0.866,1.381,72.799,1.915,6.564,,,,,
mL_AH1,4.355,18.845,1.289,-1.444,1.419,73.015,2.148,7.006,,,,,
mL_AH1,4.356,19.781,0.960,-1.979,1.459,73.467,2.383,7.441,,,,,
mL_AH1,4.357,21.319,0.628,-2.431,1.498,73.718,2.619,7.870,,,,,
mL_AH1,4.358,19.539,0.292,-2.763,1.537,74.205,2.858,8.286,,,,,
mL_AH1,4.359,20.535,-0.048,-2.945,1.576,74.484,3.098,8.688,,,,,
mL_AH1,4.360,18.530,-0.390,-2.953,1.616,75.000,-2.944,9.071,,,,,
mL_AH1,4.361,16.061,-0.735,-2.778,1.656,75.303,-2.701,9.431,,,,,
mL_AH1,4.362,16.472,-1.082,-2.421,1.695,75.839,-2.457,9.768,,,,,
mL_AH1,4.363,15.161,-1.431,-1.897,1.736,76.159,-2.211,10.075,,,,,
mL_AH1,4.364,17.091,-1.781,-1.235,1.776,76.708,-1.965,10.353,,,,,
mL_AH1,4.365,20.936,-2.131,-0.474,1.816,77.038,-1.717,10.597,,,,,
mL_AH1,4.366,17.224,-2.481,0.336,1.856,77.593,-1.468,10.808,,,,,
mL_AH1,4.367,17.612,-2.830,1.142,1.897,77.927,-1.219,10.980,,,,,
mL_AH1,4.368,16.947,-3.178,1.889,1.938,78.478,-0.968,11.117,,,,,
mL_AH1,4.369,19.042,-3.523,2.524,1.979,78.809,-0.717,11.213,,,,,
mL_AH1,4.370,19.096,-3.865,3.001,2.020,79.348,-0.465,11.272,,,,,
mL_AH1,4.371,23.204,-4.204,3.285,2.061,79.670,-0.212,11.290,,,,,
mL_AH1,4.372,18.697,-4.538,3.354,2.102,80.189,0.042,11.270,,,,,
mL_AH1,4.373,19.004,-4.866,3.202,2.144,80.494,0.297,11.212,,,,,
mL_AH1,4.374,16.514,-5.188,2.839,2.185,80.986,0.552,11.116,,,,,
mL_AH1,4.375,16.611,-5.503,2.290,2.227,81.269,0.808,10.985,,,,,
mL_AH1,4.376,15.315,-5.810,1.595,2.269,81.725,1.064,10.817,,,,,
mL_AH1,4.377,18.725,-6.109,0.803,2.311,81.979,1.322,10.619,,,,,
mL_AH1,4.378,13.494,-6.397,-0.029,2.353,82.393,1.580,10.387,,,,,
mL_AH1,4.379,9.304,-6.675,-0.842,2.396,82.613,1.838,10.130,,,,,
mL_AH1,4.380,6.590,-6.942,-1.578,2.437,82.977,2.098,9.843,,,,,
mL_AH1,4.381,13.825,-7.196,-2.186,2.480,83.160,2.358,9.535,,,,,
mL_AH1,4.382,8.069,-7.438,-2.628,2.522,83.468,2.618,9.204,,,,,
mL_AH1,4.383,6.045,-7.665,-2.874,2.565,83.609,2.879,8.855,,,,,
mL_AH1,4.384,6.569,-7.879,-2.914,2.607,83.857,3.141,8.489,,,,,
mL_AH1,4.385,8.233,-8.078,-2.751,2.650,83.952,-2.880,8.111,,,,,
mL_AH1,4.386,5.601,-8.261,-2.405,2.692,84.135,-2.617,7.722,,,,,
mL_AH1,4.387,9.374,-8.428,-1.908,2.735,84.182,-2.353,7.325,,,,,
mL_AH1,4.388,11.319,-8.578,-1.302,2.777,84.297,-2.089,6.923,,,,,
mL_AH1,4.389,10.142,-8.712,-0.639,2.820,84.294,-1.824,6.518,,,,,
mL_AH1,4.390,13.976,-8.828,0.032,2.862,84.340,-1.558,6.115,,,,,
mL_AH1,4.391,11.164,-8.926,0.659,2.906,84.286,-1.291,5.712,,,,,
mL_AH1,4.392,12.687,-9.007,1.199,2.947,84.261,-1.024,5.316,,,,,
mL_AH1,4.393,18.158,-9.070,1.615,2.991,84.156,-0.756,4.925,,,,,
mL_AH1,4.394,17.476,-9.114,1.884,3.032,84.059,-0.487,4.545,,,,,
mL_AH1,4.395,14.181,-9.140,1.996,3.076,83.905,-0.217,4.176,,,,,
mL_AH1,4.396,10.183,-9.148,1.951,3.117,83.737,0.054,3.819,,,,,
mL_AH1,4.397,11.827,-9.138,1.766,-3.123,83.534,0.326,3.477,,,,,
mL_AH1,4.398,11.509,-9.110,1.466,-3.081,83.298,0.599,3.149,,,,,
mL_AH1,4.399,11.784,-9.065,1.083,-3.039,83.049,0.873,2.839,,,,,
mL_AH1,4.400,15.441,-9.002,0.654,-2.997,82.747,1.148,2.545,,,,,
mL_AH1,4.401,13.060,-8.922,0.219,-2.955,82.455,1.425,2.270,,,,,
mL_AH1,4.402,12.168,-8.826,-0.187,-2.914,82.091,1.703,2.011,,,,,
mL_AH1,4.403,12.083,-8.714,-0.532,-2.871,81.761,1.982,1.772,,,,,
mL_AH1,4.404,14.474,-8.586,-0.795,-2.831,81.339,2.263,1.550,,,,,
mL_AH1,4.405,9.546,-8.444,-0.960,-2.789,80.974,2.545,1.346,,,,,
mL_AH1,4.406,10.269,-8.287,-1.025,-2.748,80.501,2.829,1.160,,,,,
mL_AH1,4.407,14.699,-8.116,-0.995,-2.707,80.106,3.114,0.990,,,,,
mL_AH1,4.408,12.396,-7.933,-0.884,-2.666,79.587,-2.881,0.837,,,,,
mL_AH1,4.409,14.858,-7.737,-0.713,-2.625,79.168,-2.592,0.699,,,,,
mL_AH1,4.410,13.493,-7.530,-0.506,-2.585,78.611,-2.300,0.577,,,,,
mL_AH1,4.411,13.203,-7.312,-0.288,-2.545,78.174,-2.005,0.468,,,,,
mL_AH1,4.412,14.900,-7.084,-0.083,-2.505,77.586,-1.708,0.373,,,,,
mL_AH1,4.413,13.282,-6.847,0.088,-2.465,77.137,-1.406,0.290,,,,,
mL_AH1,4.414,12.509,-6.601,0.212,-2.426,76.526,-1.100,0.219,,,,,
mL_AH1,4.415,18.318,-6.348,0.282,-2.386,76.073,-0.787,0.159,,,,,
mL_AH1,4.416,17.842,-6.087,0.297,-2.347,75.446,-0.465,0.110,,,,,
mL_AH1,4.417,17.145,-5.821,0.264,-2.308,74.996,-0.125,0.071,,,,,
mL_AH1,4.418,14.041,-5.549,0.197,-2.270,74.362,0.242,0.041,,,,,
mL_AH1,4.419,15.242,-5.272,0.111,-2.231,73.921,0.677,0.020,,,,,
mL_AH1,4.420,17.638,-4.992,0.025,-2.193,73.290,1.290,0.008,,,,,
mL_AH1,4.421,16.487,-4.708,-0.045,-2.155,72.866,2.371,0.004,,,,,
mL_AH1,4.422,15.510,-4.421,-0.084,-2.118,72.245,-2.821,0.008,,,,,
mL_AH1,4.423,15.091,-4.132,-0.083,-2.080,71.845,-2.203,0.020,,,,,
mL_AH1,4.424,13.055,-3.841,-0.038,-2.043,71.242,-1.765,0.040,,,,,
mL_AH1,4.425,16.249,-3.549,0.046,-2.006,70.873,-1.392,0.067,,,,,
mL_AH1,4.426,14.644,-3.256,0.161,-1.970,70.298,-1.048,0.104,,,,,
mL_AH1,4.427,17.804,-2.963,0.290,-1.933,69.966,-0.720,0.149,,,,,
mL_AH1,4.428,19.183,-2.670,0.415,-1.897,69.425,-0.401,0.204,,,,,
mL_AH1,4.429,18.551,-2.378,0.516,-1.861,69.138,-0.087,0.268,,,,,
mL_AH1,4.430,23.412,-2.086,0.572,-1.825,68.639,0.221,0.343,,,,,
mL_AH1,4.431,21.693,-1.795,0.567,-1.790,68.401,0.526,0.430,,,,,
mL_AH1,4.432,17.911,-1.505,0.492,-1.754,67.951,0.828,0.529,,,,,
mL_AH1,4.433,21.128,-1.217,0.344,-1.719,67.768,1.128,0.642,,,,,
mL_AH1,4.434,13.691,-0.930,0.127,-1.684,67.373,1.425,0.769,,,,,
mL_AH1,4.435,16.689,-0.644,-0.142,-1.649,67.250,1.720,0.912,,,,,
mL_AH1,4.436,20.130,-0.360,-0.443,-1.615,66.915,2.013,1.070,,,,,
mL_AH1,4.437,19.080,-0.078,-0.748,-1.580,66.856,2.305,1.247,,,,,
mL_AH1,4.438,18.818,0.203,-1.025,-1.546,66.585,2.595,1.440,,,,,
mL_AH1,4.439,17.831,0.482,-1.243,-1.512,66.593,2.883,1.654,,,,,
mL_AH1,4.440,17.381,0.760,-1.373,-1.477,66.391,-3.114,1.886,,,,,
mL_AH1,4.441,16.600,1.036,-1.391,-1.443,66.467,-2.829,2.138,,,,,
mL_AH1,4.442,17.807,1.310,-1.285,-1.409,66.336,-2.545,2.410,,,,,
mL_AH1,4.443,17.230,1.584,-1.049,-1.375,66.483,-2.263,2.702,,,,,
mL_AH1,4.444,15.895,1.855,-0.694,-1.341,66.424,-1.982,3.014,,,,,
mL_AH1,4.445,20.811,2.126,-0.240,-1.307,66.642,-1.702,3.345,,,,,
mL_AH1,4.446,16.845,2.395,0.282,-1.273,66.656,-1.424,3.697,,,,,
mL_AH1,4.447,18.809,2.663,0.831,-1.239,66.944,-1.146,4.065,,,,,
mL_AH1,4.448,19.187,2.930,1.361,-1.205,67.032,-0.870,4.452,,,,,
mL_AH1,4.449,20.976,3.195,1.826,-1.171,67.388,-0.594,4.855,,,,,
mL_AH1,4.450,21.058,3.459,2.181,-1.136,67.547,-0.319,5.273,,,,,
mL_AH1,4.451,21.382,3.722,2.386,-1.102,67.969,-0.045,5.705,,,,,
mL_AH1,4.452,22.772,3.984,2.415,-1.067,68.198,0.228,6.149,,,,,
mL_AH1,4.453,19.286,4.244,2.254,-1.033,68.682,0.501,6.603,,,,,
mL_AH1,4.454,21.258,4.502,1.903,-0.998,68.978,0.773,7.065,,,,,
mL_AH1,4.455,17.052,4.758,1.381,-0.964,69.518,1.044,7.535,,,,,
mL_AH1,4.456,14.237,5.012,0.718,-0.928,69.876,1.314,8.006,,,,,
mL_AH1,4.457,18.047,5.263,-0.038,-0.893,70.469,1.584,8.480,,,,,
mL_AH1,4.458,13.411,5.512,-0.834,-0.857,70.884,1.853,8.951,,,,,
mL_AH1,4.459,16.785,5.758,-1.607,-0.822,71.522,2.122,9.419,,,,,
mL_AH1,4.460,15.347,6.000,-2.296,-0.785,71.989,2.390,9.878,,,,,
mL_AH1,4.461,17.614,6.238,-2.844,-0.750,72.664,2.657,10.329,,,,,
mL_AH1,4.462,16.038,6.472,-3.204,-0.713,73.177,2.925,10.765,,,,,
mL_AH1,4.463,13.983,6.700,-3.340,-0.677,73.881,-3.092,11.185,,,,,
mL_AH1,4.464,10.412,6.923,-3.235,-0.639,74.432,-2.826,11.585,,,,,
mL_AH1,4.465,12.811,7.140,-2.890,-0.603,75.158,-2.560,11.962,,,,,
mL_AH1,4.466,13.234,7.350,-2.324,-0.565,75.740,-2.295,12.314,,,,,
mL_AH1,4.467,16.820,7.553,-1.574,-0.528,76.478,-2.030,12.636,,,,,
mL_AH1,4.468,18.437,7.748,-0.693,-0.490,77.082,-1.765,12.929,,,,,
mL_AH1,4.469,13.788,7.934,0.256,-0.453,77.822,-1.500,13.185,,,,,
mL_AH1,4.470,13.720,8.110,1.203,-0.414,78.442,-1.236,13.408,,,,,
mL_AH1,4.471,20.943,8.277,2.079,-0.376,79.175,-0.972,13.590,,,,,
mL_AH1,4.472,22.273,8.432,2.816,-0.336,79.801,-0.708,13.736,,,,,
