Electrode,Time,rawTimeSeries-NoLineNoise,bpThetaTimeSeries,bpGammaTimeSeries,thetaAngle,thetaPower,gammaAngle,gammaPower,BinEdgesThetaAngle,AveGammaPower,SpectrogramTime,SpectrogramFreq,SpectrogramPower
mL_AH1,2.663,-15.811,0.414,-1.777,-1.461,14.265,2.794,3.573,,,35.500,8.301,775.334
mL_AH1,2.664,-14.758,0.505,-1.849,-1.437,14.391,2.998,3.490,,,35.500,8.789,373.367
mL_AH1,2.665,-15.491,0.597,-1.850,-1.414,14.551,-3.082,3.435,,,35.500,9.277,112.279
mL_AH1,2.666,-14.123,0.693,-1.782,-1.389,14.737,-2.879,3.404,,,35.500,9.766,160.303
mL_AH1,2.667,-17.035,0.791,-1.647,-1.365,14.958,-2.675,3.399,,,35.500,10.254,512.070
mL_AH1,2.668,-19.198,0.892,-1.448,-1.340,15.205,-2.471,3.417,,,35.500,10.742,1133.949
mL_AH1,2.669,-14.071,0.997,-1.190,-1.315,15.487,-2.265,3.458,,,35.500,11.230,614.175
mL_AH1,2.670,-14.236,1.106,-0.877,-1.289,15.795,-2.057,3.522,,,35.500,11.719,615.858
mL_AH1,2.671,-12.107,1.219,-0.519,-1.262,16.140,-1.848,3.606,,,35.500,12.207,183.761
mL_AH1,2.672,-11.257,1.337,-0.125,-1.235,16.511,-1.636,3.710,,,35.500,12.695,131.206
mL_AH1,2.673,-10.399,1.460,0.291,-1.208,16.918,-1.422,3.832,,,35.500,13.184,503.196
mL_AH1,2.674,-7.547,1.589,0.713,-1.179,17.352,-1.205,3.972,,,35.500,13.672,352.351
mL_AH1,2.675,-6.548,1.723,1.122,-1.150,17.822,-0.986,4.127,,,35.500,14.160,141.314
mL_AH1,2.676,-7.509,1.862,1.497,-1.121,18.318,-0.764,4.298,,,35.500,14.648,104.137
mL_AH1,2.677,-12.387,2.007,1.817,-1.090,18.851,-0.539,4.483,,,35.500,15.137,84.501
mL_AH1,2.678,-5.540,2.157,2.058,-1.059,19.409,-0.313,4.679,,,35.500,15.625,241.263
mL_AH1,2.679,-7.950,2.313,2.203,-1.027,20.003,-0.084,4.887,,,35.500,16.113,255.570
mL_AH1,2.680,-7.376,2.475,2.235,-0.994,20.623,0.147,5.104,,,35.500,16.602,358.140
mL_AH1,2.681,-3.164,2.641,2.143,-0.961,21.278,0.381,5.329,,,35.500,17.090,490.686
mL_AH1,2.682,-5.118,2.813,1.925,-0.927,21.958,0.616,5.562,,,35.500,17.578,314.521
mL_AH1,2.683,-3.681,2.989,1.585,-0.892,22.671,0.852,5.799,,,35.500,18.066,187.144
mL_AH1,2.684,-6.317,3.170,1.135,-0.856,23.409,1.091,6.041,,,35.500,18.555,523.116
mL_AH1,2.685,-3.819,3.355,0.597,-0.820,24.180,1.330,6.286,,,35.500,19.043,174.346
mL_AH1,2.686,-3.415,3.542,-0.002,-0.783,24.974,1.571,6.532,,,35.500,19.531,212.772
mL_AH1,2.687,-4.531,3.733,-0.626,-0.745,25.800,1.814,6.779,,,35.500,20.020,70.359
mL_AH1,2.688,-7.160,3.925,-1.238,-0.707,26.648,2.057,7.025,,,35.500,20.508,129.408
mL_AH1,2.689,-10.380,4.119,-1.799,-0.668,27.526,2.301,7.268,,,35.500,20.996,248.478
mL_AH1,2.690,-12.570,4.313,-2.269,-0.628,28.424,2.546,7.508,,,35.500,21.484,204.694
mL_AH1,2.691,-9.906,4.508,-2.615,-0.588,29.350,2.792,7.744,,,35.500,21.973,98.309
mL_AH1,2.692,-10.062,4.701,-2.809,-0.547,30.296,3.039,7.974,,,35.500,22.461,313.254
mL_AH1,2.693,-6.847,4.892,-2.834,-0.506,31.267,-2.997,8.198,,,35.500,22.949,435.437
mL_AH1,2.694,-7.540,5.080,-2.681,-0.464,32.256,-2.750,8.415,,,35.500,23.438,237.298
mL_AH1,2.695,-8.890,5.263,-2.356,-0.421,33.268,-2.502,8.623,,,35.500,23.926,211.663
mL_AH1,2.696,-6.245,5.442,-1.875,-0.378,34.296,-2.254,8.822,,,35.500,24.414,142.702
mL_AH1,2.697,-3.019,5.615,-1.264,-0.335,35.344,-2.006,9.012,,,35.500,24.902,210.289
mL_AH1,2.698,-2.854,5.781,-0.561,-0.291,36.406,-1.757,9.191,,,35.500,25.391,391.660
mL_AH1,2.699,-2.302,5.938,0.191,-0.246,37.486,-1.508,9.359,,,35.500,25.879,228.004
mL_AH1,2.700,-1.283,6.085,0.945,-0.201,38.577,-1.259,9.516,,,35.500,26.367,243.536
mL_AH1,2.701,-2.726,6.223,1.652,-0.156,39.682,-1.011,9.661,,,35.500,26.855,29.763
mL_AH1,2.702,-3.113,6.348,2.264,-0.110,40.798,-0.762,9.794,,,35.500,27.344,172.940
mL_AH1,2.703,1.063,6.461,2.743,-0.064,41.923,-0.513,9.915,,,35.500,27.832,170.915
mL_AH1,2.704,-0.559,6.561,3.056,-0.018,43.056,-0.265,10.023,,,35.500,28.320,137.658
mL_AH1,2.705,-1.843,6.645,3.180,0.029,44.196,-0.016,10.118,,,35.500,28.809,14.140
mL_AH1,2.706,0.559,6.714,3.108,0.076,45.341,0.232,10.200,,,35.500,29.297,303.217
mL_AH1,2.707,1.196,6.766,2.842,0.124,46.488,0.480,10.270,,,35.500,29.785,165.269
mL_AH1,2.708,-3.225,6.801,2.399,0.172,47.639,0.728,10.327,,,35.500,30.273,112.487
mL_AH1,2.709,1.070,6.817,1.805,0.220,48.788,0.976,10.371,,,35.500,30.762,337.391
mL_AH1,2.710,2.591,6.814,1.099,0.268,49.938,1.223,10.402,,,35.500,31.250,520.663
mL_AH1,2.711,-0.332,6.791,0.325,0.317,51.082,1.470,10.422,,,35.500,31.738,267.421
mL_AH1,2.712,0.693,6.748,-0.469,0.366,52.225,1.717,10.428,,,35.500,32.227,310.408
mL_AH1,2.713,-5.402,6.684,-1.234,0.415,53.357,1.963,10.423,,,35.500,32.715,277.825
mL_AH1,2.714,-2.692,6.598,-1.922,0.465,54.485,2.209,10.406,,,35.500,33.203,199.708
mL_AH1,2.715,1.138,6.491,-2.491,0.514,55.599,2.455,10.377,,,35.500,33.691,329.785
mL_AH1,2.716,-5.795,6.362,-2.907,0.564,56.707,2.700,10.337,,,35.500,34.180,372.508
mL_AH1,2.717,-4.774,6.211,-3.146,0.615,57.795,2.945,10.286,,,35.500,34.668,451.990
mL_AH1,2.718,-2.856,6.038,-3.194,0.665,58.875,-3.093,10.225,,,35.500,35.156,86.259
mL_AH1,2.719,-1.561,5.843,-3.051,0.716,59.931,-2.849,10.152,,,35.500,35.645,201.880
mL_AH1,2.720,-0.893,5.626,-2.727,0.766,60.977,-2.605,10.070,,,35.500,36.133,366.836
mL_AH1,2.721,-0.536,5.388,-2.245,0.817,61.995,-2.361,9.977,,,35.500,36.621,407.086
mL_AH1,2.722,0.269,5.128,-1.635,0.868,63.000,-2.118,9.875,,,35.500,37.109,161.748
mL_AH1,2.723,1.077,4.848,-0.936,0.920,63.973,-1.875,9.763,,,35.500,37.598,186.215
mL_AH1,2.724,2.843,4.548,-0.191,0.971,64.931,-1.632,9.642,,,35.500,38.086,230.926
mL_AH1,2.725,0.574,4.230,0.554,1.023,65.853,-1.390,9.512,,,35.500,38.574,129.382
mL_AH1,2.726,0.909,3.893,1.256,1.074,66.759,-1.148,9.374,,,35.500,39.063,114.072
mL_AH1,2.727,1.725,3.538,1.873,1.126,67.624,-0.906,9.226,,,35.500,39.551,356.670
mL_AH1,2.728,-0.581,3.168,2.370,1.178,68.470,-0.665,9.071,,,35.500,40.039,162.695
mL_AH1,2.729,-0.369,2.782,2.721,1.230,69.273,-0.424,8.907,,,35.500,40.527,66.442
mL_AH1,2.730,-0.772,2.383,2.906,1.282,70.055,-0.183,8.735,,,35.500,41.016,144.185
mL_AH1,2.731,-0.064,1.971,2.920,1.334,70.791,0.058,8.555,,,35.500,41.504,152.871
mL_AH1,2.732,3.110,1.548,2.765,1.387,71.505,0.298,8.368,,,35.500,41.992,145.894
mL_AH1,2.733,0.424,1.115,2.454,1.439,72.169,0.538,8.173,,,35.500,42.480,85.680
mL_AH1,2.734,-2.115,0.675,2.010,1.492,72.809,0.778,7.970,,,35.500,42.969,208.451
mL_AH1,2.735,-4.267,0.228,1.463,1.544,73.398,1.018,7.761,,,35.500,43.457,346.476
mL_AH1,2.736,-3.252,-0.224,0.847,1.597,73.961,1.257,7.545,,,35.500,43.945,227.921
mL_AH1,2.737,-4.749,-0.679,0.200,1.650,74.471,1.497,7.322,,,35.500,44.434,146.942
mL_AH1,2.738,-5.292,-1.135,-0.437,1.702,74.954,1.736,7.093,,,35.500,44.922,109.758
mL_AH1,2.739,-6.300,-1.591,-1.028,1.755,75.382,1.974,6.859,,,35.500,45.410,149.657
mL_AH1,2.740,-11.100,-2.045,-1.540,1.808,75.783,2.213,6.619,,,35.500,45.898,162.127
mL_AH1,2.741,-8.535,-2.496,-1.946,1.861,76.127,2.451,6.373,,,35.500,46.387,321.776
mL_AH1,2.742,-9.806,-2.940,-2.225,1.914,76.443,2.689,6.123,,,35.500,46.875,423.398
mL_AH1,2.743,-9.779,-3.378,-2.367,1.967,76.703,2.926,5.869,,,35.500,47.363,83.335
mL_AH1,2.744,-8.082,-3.807,-2.368,2.020,76.933,-3.120,5.612,,,35.500,47.852,224.613
mL_AH1,2.745,-11.115,-4.225,-2.236,2.073,77.107,-2.883,5.352,,,35.500,48.340,511.353
mL_AH1,2.746,-12.452,-4.631,-1.985,2.126,77.251,-2.646,5.089,,,35.500,48.828,550.917
mL_AH1,2.747,-12.779,-5.023,-1.635,2.179,77.340,-2.410,4.825,,,35.500,49.316,263.067
mL_AH1,2.748,-12.735,-5.400,-1.212,2.232,77.398,-2.175,4.560,,,35.500,49.805,141.395
mL_AH1,2.749,-13.158,-5.761,-0.747,2.285,77.401,-1.940,4.294,,,35.500,50.293,195.106
mL_AH1,2.750,-11.460,-6.104,-0.269,2.338,77.374,-1.705,4.030,,,35.500,50.781,229.532
mL_AH1,2.751,-9.487,-6.428,0.192,2.391,77.294,-1.472,3.767,,,35.500,51.270,574.295
mL_AH1,2.752,-11.987,-6.731,0.611,2.444,77.183,-1.239,3.507,,,35.500,51.758,610.783
mL_AH1,2.753,-10.183,-7.013,0.964,2.497,77.021,-1.007,3.250,,,35.500,52.246,424.577
mL_AH1,2.754,-7.988,-7.273,1.236,2.550,76.828,-0.776,2.997,,,35.500,52.734,381.737
mL_AH1,2.755,-6.851,-7.510,1.417,2.602,76.587,-0.546,2.749,,,35.500,53.223,320.266
mL_AH1,2.756,-7.396,-7.723,1.504,2.655,76.316,-0.318,2.508,,,35.500,53.711,448.068
mL_AH1,2.757,-6.425,-7.912,1.502,2.708,75.998,-0.091,2.273,,,35.500,54.199,461.396
mL_AH1,2.758,-6.760,-8.075,1.418,2.761,75.651,0.134,2.047,,,35.500,54.688,663.198
mL_AH1,2.759,-9.926,-8.213,1.268,2.814,75.261,0.356,1.830,,,35.500,55.176,328.921
mL_AH1,2.760,-8.581,-8.326,1.069,2.866,74.841,0.575,1.623,,,35.500,55.664,235.285
mL_AH1,2.761,-11.471,-8.412,0.840,2.919,74.383,0.791,1.427,,,37.000,0.000,2665.734
mL_AH1,2.762,-10.719,-8.472,0.600,2.972,73.894,1.002,1.243,,,37.000,0.488,1827.082
mL_AH1,2.763,-7.218,-8.507,0.367,3.024,73.372,1.208,1.071,,,37.000,0.977,1880.501
mL_AH1,2.764,-8.223,-8.515,0.155,3.077,72.820,1.408,0.913,,,37.000,1.465,3882.856
mL_AH1,2.765,-9.224,-8.499,-0.024,3.129,72.238,1.598,0.770,,,37.000,1.953,6773.052
mL_AH1,2.766,-10.382,-8.457,-0.165,-3.102,71.627,1.778,0.642,,,37.000,2.441,5405.658
mL_AH1,2.767,-9.951,-8.390,-0.265,-3.050,70.991,1.944,0.530,,,37.000,2.930,1772.607
mL_AH1,2.768,-10.135,-8.299,-0.328,-2.997,70.327,2.091,0.435,,,37.000,3.418,686.464
mL_AH1,2.769,-12.023,-8.185,-0.360,-2.945,69.641,2.217,0.358,,,37.000,3.906,2304.304
mL_AH1,2.770,-5.608,-8.048,-0.371,-2.893,68.928,2.316,0.299,,,37.000,4.395,2776.911
mL_AH1,2.771,-6.009,-7.889,-0.371,-2.841,68.198,2.389,0.259,,,37.000,4.883,4150.293
mL_AH1,2.772,-7.299,-7.709,-0.372,-2.790,67.444,2.438,0.238,,,37.000,5.371,3929.384
mL_AH1,2.773,-11.375,-7.509,-0.384,-2.738,66.676,2.478,0.237,,,37.000,5.859,2969.595
mL_AH1,2.774,-6.444,-7.289,-0.413,-2.686,65.884,2.524,0.257,,,37.000,6.348,2115.593
mL_AH1,2.775,-8.659,-7.052,-0.464,-2.635,65.084,2.591,0.297,,,37.000,6.836,966.198
mL_AH1,2.776,-7.680,-6.798,-0.537,-2.583,64.261,2.685,0.357,,,37.000,7.324,460.921
mL_AH1,2.777,-4.870,-6.529,-0.626,-2.532,63.434,2.806,0.439,,,37.000,7.813,1363.314
mL_AH1,2.778,-11.484,-6.245,-0.723,-2.481,62.586,2.951,0.542,,,37.000,8.301,1621.078
mL_AH1,2.779,-4.674,-5.947,-0.816,-2.429,61.738,3.116,0.667,,,37.000,8.789,1105.457
mL_AH1,2.780,-7.275,-5.638,-0.890,-2.378,60.871,-2.988,0.812,,,37.000,9.277,1066.422
mL_AH1,2.781,-6.368,-5.318,-0.930,-2.327,60.007,-2.796,0.977,,,37.000,9.766,1175.324
mL_AH1,2.782,-2.657,-4.988,-0.921,-2.277,59.126,-2.594,1.164,,,37.000,10.254,748.790
mL_AH1,2.783,-5.328,-4.650,-0.851,-2.226,58.252,-2.385,1.369,,,37.000,10.742,691.492
mL_AH1,2.784,-3.739,-4.305,-0.711,-2.175,57.364,-2.169,1.594,,,37.000,11.230,1076.645
mL_AH1,2.785,-3.007,-3.955,-0.500,-2.125,56.485,-1.949,1.837,,,37.000,11.719,813.617
mL_AH1,2.786,-1.059,-3.599,-0.221,-2.075,55.594,-1.724,2.098,,,37.000,12.207,149.501
mL_AH1,2.787,-0.127,-3.241,0.116,-2.024,54.716,-1.495,2.375,,,37.000,12.695,176.366
mL_AH1,2.788,-2.561,-2.880,0.493,-1.974,53.827,-1.264,2.666,,,37.000,13.184,468.103
mL_AH1,2.789,-1.683,-2.519,0.887,-1.924,52.955,-1.030,2.971,,,37.000,13.672,299.352
mL_AH1,2.790,2.113,-2.157,1.271,-1.874,52.073,-0.794,3.288,,,37.000,14.160,134.477
mL_AH1,2.791,2.097,-1.796,1.615,-1.825,51.211,-0.556,3.616,,,37.000,14.648,111.539
mL_AH1,2.792,6.468,-1.438,1.889,-1.775,50.341,-0.317,3.952,,,37.000,15.137,134.751
mL_AH1,2.793,5.732,-1.083,2.066,-1.725,49.492,-0.076,4.294,,,37.000,15.625,232.918
mL_AH1,2.794,4.911,-0.731,2.124,-1.676,48.638,0.167,4.640,,,37.000,16.113,294.179
mL_AH1,2.795,3.335,-0.385,2.048,-1.627,47.807,0.410,4.989,,,37.000,16.602,338.071
mL_AH1,2.796,7.835,-0.044,1.832,-1.577,46.972,0.655,5.337,,,37.000,17.090,414.176
mL_AH1,2.797,6.514,0.290,1.480,-1.528,46.162,0.901,5.684,,,37.000,17.578,312.698
mL_AH1,2.798,10.643,0.618,1.008,-1.479,45.350,1.148,6.025,,,37.000,18.066,318.923
mL_AH1,2.799,11.679,0.937,0.441,-1.430,44.564,1.395,6.359,,,37.000,18.555,313.542
mL_AH1,2.800,7.139,1.248,-0.187,-1.381,43.777,1.643,6.683,,,37.000,19.043,408.900
mL_AH1,2.801,5.244,1.550,-0.835,-1.332,43.017,1.892,6.995,,,37.000,19.531,221.214
mL_AH1,2.802,5.083,1.843,-1.459,-1.283,42.258,2.142,7.293,,,37.000,20.020,218.209
mL_AH1,2.803,5.962,2.126,-2.014,-1.235,41.526,2.392,7.574,,,37.000,20.508,189.547
mL_AH1,2.804,4.985,2.399,-2.458,-1.186,40.796,2.642,7.835,,,37.000,20.996,268.431
mL_AH1,2.805,5.658,2.661,-2.755,-1.137,40.093,2.894,8.075,,,37.000,21.484,275.007
mL_AH1,2.806,5.287,2.912,-2.880,-1.088,39.393,-3.138,8.292,,,37.000,21.973,406.400
mL_AH1,2.807,5.965,3.152,-2.818,-1.040,38.721,-2.886,8.484,,,37.000,22.461,548.844
mL_AH1,2.808,2.555,3.380,-2.569,-0.991,38.052,-2.633,8.649,,,37.000,22.949,113.514
mL_AH1,2.809,8.104,3.596,-2.146,-0.942,37.410,-2.380,8.786,,,37.000,23.438,43.410
mL_AH1,2.810,6.407,3.800,-1.575,-0.893,36.772,-2.127,8.894,,,37.000,23.926,194.980
mL_AH1,2.811,8.207,3.993,-0.893,-0.845,36.161,-1.874,8.970,,,37.000,24.414,353.576
mL_AH1,2.812,8.166,4.172,-0.147,-0.796,35.555,-1.620,9.016,,,37.000,24.902,312.124
mL_AH1,2.813,7.036,4.339,0.612,-0.747,34.973,-1.366,9.030,,,37.000,25.391,223.615
mL_AH1,2.814,10.319,4.494,1.332,-0.698,34.397,-1.111,9.011,,,37.000,25.879,171.368
mL_AH1,2.815,13.640,4.636,1.961,-0.649,33.844,-0.856,8.961,,,37.000,26.367,202.566
mL_AH1,2.816,9.086,4.764,2.457,-0.599,33.298,-0.601,8.879,,,37.000,26.855,231.599
mL_AH1,2.817,7.628,4.880,2.785,-0.550,32.774,-0.346,8.765,,,37.000,27.344,155.776
mL_AH1,2.818,11.228,4.983,2.924,-0.500,32.256,-0.091,8.621,,,37.000,27.832,232.083
mL_AH1,2.819,13.081,5.072,2.867,-0.451,31.757,0.165,8.448,,,37.000,28.320,165.297
mL_AH1,2.820,9.940,5.148,2.621,-0.401,31.266,0.421,8.247,,,37.000,28.809,80.194
mL_AH1,2.821,10.692,5.211,2.208,-0.351,30.792,0.677,8.020,,,37.000,29.297,249.912
mL_AH1,2.822,7.099,5.260,1.660,-0.300,30.326,0.933,7.768,,,37.000,29.785,90.140
mL_AH1,2.823,2.357,5.296,1.019,-0.250,29.875,1.189,7.493,,,37.000,30.273,250.401
mL_AH1,2.824,4.534,5.318,0.334,-0.199,29.432,1.446,7.198,,,37.000,30.762,200.804
mL_AH1,2.825,9.402,5.326,-0.346,-0.148,29.001,1.703,6.885,,,37.000,31.250,337.193
mL_AH1,2.826,7.647,5.321,-0.972,-0.097,28.579,1.960,6.557,,,37.000,31.738,233.542
mL_AH1,2.827,9.038,5.302,-1.502,-0.045,28.167,2.218,6.215,,,37.000,32.227,322.346
mL_AH1,2.828,9.921,5.269,-1.903,0.007,27.764,2.475,5.863,,,37.000,32.715,283.020
mL_AH1,2.829,6.071,5.222,-2.153,0.059,27.368,2.733,5.503,,,37.000,33.203,67.372
mL_AH1,2.830,8.833,5.162,-2.241,0.112,26.982,2.992,5.139,,,37.000,33.691,316.712
mL_AH1,2.831,8.867,5.088,-2.172,0.165,26.601,-3.033,4.772,,,37.000,34.180,235.592
mL_AH1,2.832,5.248,5.000,-1.958,0.218,26.229,-2.774,4.405,,,37.000,34.668,312.572
mL_AH1,2.833,8.279,4.899,-1.627,0.272,25.861,-2.514,4.042,,,37.000,35.156,175.546
mL_AH1,2.834,4.779,4.784,-1.211,0.326,25.501,-2.253,3.684,,,37.000,35.645,31.757
mL_AH1,2.835,8.332,4.656,-0.747,0.381,25.144,-1.992,3.335,,,37.000,36.133,99.837
mL_AH1,2.836,11.011,4.514,-0.274,0.436,24.795,-1.730,2.996,,,37.000,36.621,104.005
mL_AH1,2.837,12.375,4.360,0.170,0.491,24.446,-1.467,2.669,,,37.000,37.109,71.108
mL_AH1,2.838,14.191,4.194,0.553,0.547,24.107,-1.202,2.357,,,37.000,37.598,245.901
mL_AH1,2.839,12.520,4.015,0.851,0.603,23.766,-0.936,2.061,,,37.000,38.086,89.605
mL_AH1,2.840,12.744,3.824,1.049,0.660,23.435,-0.668,1.784,,,37.000,38.574,304.395
mL_AH1,2.841,13.652,3.623,1.139,0.717,23.100,-0.397,1.525,,,37.000,39.063,487.786
mL_AH1,2.842,13.433,3.410,1.126,0.775,22.776,-0.122,1.287,,,37.000,39.551,317.236
mL_AH1,2.843,16.389,3.187,1.022,0.833,22.446,0.156,1.071,,,37.000,40.039,245.157
mL_AH1,2.844,11.739,2.954,0.847,0.892,22.128,0.440,0.876,,,37.000,40.527,147.242
mL_AH1,2.845,10.528,2.712,0.624,0.951,21.803,0.732,0.704,,,37.000,41.016,282.311
mL_AH1,2.846,11.216,2.463,0.381,1.011,21.490,1.034,0.554,,,37.000,41.504,213.088
mL_AH1,2.847,8.209,2.205,0.143,1.071,21.170,1.350,0.427,,,37.000,41.992,324.055
mL_AH1,2.848,8.361,1.941,-0.065,1.132,20.862,1.685,0.321,,,37.000,42.480,176.857
mL_AH1,2.849,9.404,1.672,-0.224,1.193,20.546,2.048,0.238,,,37.000,42.969,273.360
mL_AH1,2.850,8.584,1.398,-0.322,1.255,20.243,2.450,0.175,,,37.000,43.457,308.952
mL_AH1,2.851,8.874,1.120,-0.353,1.317,19.931,2.900,0.132,,,37.000,43.945,272.598
mL_AH1,2.852,8.887,0.839,-0.317,1.380,19.633,-2.883,0.108,,,37.000,44.434,467.181
mL_AH1,2.853,6.852,0.557,-0.225,1.444,19.327,-2.353,0.102,,,37.000,44.922,295.373
mL_AH1,2.854,5.200,0.275,-0.088,1.508,19.035,-1.837,0.112,,,37.000,45.410,252.931
mL_AH1,2.855,6.006,-0.007,0.075,1.572,18.734,-1.367,0.136,,,37.000,45.898,129.424
mL_AH1,2.856,4.542,-0.286,0.244,1.637,18.448,-0.948,0.175,,,37.000,46.387,131.779
mL_AH1,2.857,2.757,-0.562,0.398,1.703,18.154,-0.574,0.225,,,37.000,46.875,181.722
mL_AH1,2.858,4.904,-0.834,0.520,1.769,17.875,-0.233,0.286,,,37.000,47.363,209.735
mL_AH1,2.859,2.348,-1.100,0.594,1.836,17.589,0.084,0.355,,,37.000,47.852,400.793
mL_AH1,2.860,2.061,-1.359,0.609,1.904,17.317,0.384,0.432,,,37.000,48.340,397.144
mL_AH1,2.861,1.858,-1.610,0.561,1.972,17.040,0.672,0.514,,,37.000,48.828,309.484
mL_AH1,2.862,0.382,-1.852,0.451,2.040,16.777,0.949,0.600,,,37.000,49.316,266.351
mL_AH1,2.863,4.464,-2.083,0.285,2.109,16.510,1.220,0.689,,,37.000,49.805,461.142
mL_AH1,2.864,1.682,-2.303,0.076,2.179,16.258,1.485,0.779,,,37.000,50.293,337.922
mL_AH1,2.865,-0.188,-2.509,-0.161,2.249,16.002,1.745,0.869,,,37.000,50.781,315.952
mL_AH1,2.866,0.835,-2.702,-0.408,2.319,15.761,2.001,0.957,,,37.000,51.270,193.398
mL_AH1,2.867,1.702,-2.880,-0.645,2.391,15.518,2.254,1.043,,,37.000,51.758,408.481
mL_AH1,2.868,-2.277,-3.042,-0.852,2.462,15.289,2.504,1.125,,,37.000,52.246,208.259
mL_AH1,2.869,-3.773,-3.187,-1.014,2.534,15.060,2.751,1.202,,,37.000,52.734,475.752
mL_AH1,2.870,-2.718,-3.315,-1.117,2.607,14.843,2.997,1.273,,,37.000,53.223,98.155
mL_AH1,2.871,-2.849,-3.425,-1.151,2.680,14.629,-3.043,1.338,,,37.000,53.711,212.115
mL_AH1,2.872,-5.177,-3.516,-1.114,2.754,14.427,-2.802,1.396,,,37.000,54.199,202.832
mL_AH1,2.873,-9.415,-3.588,-1.007,2.828,14.229,-2.562,1.446,,,37.000,54.688,197.646
mL_AH1,2.874,-3.101,-3.640,-0.835,2.902,14.041,-2.325,1.488,,,37.000,55.176,615.523
mL_AH1,2.875,-4.158,-3.673,-0.611,2.977,13.859,-2.089,1.522,,,37.000,55.664,351.948
mL_AH1,2.876,-3.240,-3.685,-0.348,3.052,13.687,-1.854,1.547,,,38.500,0.000,1671.455
mL_AH1,2.877,-2.212,-3.677,-0.063,3.128,13.522,-1.621,1.562,,,38.500,0.488,1975.463
mL_AH1,2.878,-0.144,-3.649,0.225,-3.080,13.366,-1.390,1.569,,,38.500,0.977,3810.014
mL_AH1,2.879,0.612,-3.601,0.499,-3.003,13.218,-1.161,1.568,,,38.500,1.465,4624.811
mL_AH1,2.880,-2.171,-3.533,0.743,-2.927,13.077,-0.933,1.558,,,38.500,1.953,3488.486
mL_AH1,2.881,-1.408,-3.446,0.943,-2.850,12.947,-0.708,1.539,,,38.500,2.441,840.015
mL_AH1,2.882,1.574,-3.340,1.089,-2.773,12.822,-0.484,1.513,,,38.500,2.930,680.364
mL_AH1,2.883,-1.568,-3.216,1.175,-2.696,12.708,-0.263,1.481,,,38.500,3.418,2288.143
mL_AH1,2.884,-6.811,-3.075,1.199,-2.619,12.598,-0.044,1.442,,,38.500,3.906,3151.623
mL_AH1,2.885,-2.327,-2.917,1.165,-2.541,12.500,0.172,1.397,,,38.500,4.395,1975.945
mL_AH1,2.886,-4.932,-2.743,1.076,-2.464,12.404,0.385,1.348,,,38.500,4.883,1457.681
mL_AH1,2.887,-7.353,-2.555,0.943,-2.386,12.322,0.595,1.296,,,38.500,5.371,2016.444
mL_AH1,2.888,-6.210,-2.353,0.775,-2.308,12.240,0.801,1.241,,,38.500,5.859,1255.109
mL_AH1,2.889,-7.303,-2.138,0.585,-2.231,12.172,1.004,1.185,,,38.500,6.348,1643.386
mL_AH1,2.890,-7.315,-1.913,0.383,-2.153,12.102,1.202,1.130,,,38.500,6.836,1526.496
mL_AH1,2.891,-5.481,-1.678,0.181,-2.075,12.046,1.396,1.075,,,38.500,7.324,573.440
mL_AH1,2.892,-4.888,-1.435,-0.014,-1.998,11.987,1.585,1.024,,,38.500,7.813,368.649
mL_AH1,2.893,-4.566,-1.184,-0.194,-1.921,11.942,1.769,0.976,,,38.500,8.301,626.590
mL_AH1,2.894,-4.101,-0.929,-0.355,-1.843,11.892,1.947,0.934,,,38.500,8.789,76.426
mL_AH1,2.895,-5.970,-0.669,-0.496,-1.766,11.856,2.121,0.899,,,38.500,9.277,978.528
mL_AH1,2.896,-3.864,-0.407,-0.615,-1.690,11.814,2.290,0.871,,,38.500,9.766,1058.111
mL_AH1,2.897,-11.219,-0.144,-0.714,-1.613,11.784,2.455,0.852,,,38.500,10.254,887.761
mL_AH1,2.898,-9.011,0.118,-0.795,-1.536,11.747,2.617,0.843,,,38.500,10.742,535.446
mL_AH1,2.899,-6.326,0.377,-0.859,-1.460,11.721,2.777,0.845,,,38.500,11.230,567.371
mL_AH1,2.900,-6.671,0.633,-0.907,-1.384,11.688,2.936,0.858,,,38.500,11.719,698.075
mL_AH1,2.901,-4.553,0.884,-0.938,-1.309,11.664,3.097,0.883,,,38.500,12.207,875.566
mL_AH1,2.902,-6.411,1.128,-0.952,-1.234,11.631,-3.024,0.919,,,38.500,12.695,726.919
mL_AH1,2.903,-5.840,1.364,-0.945,-1.159,11.607,-2.858,0.968,,,38.500,13.184,224.029
mL_AH1,2.904,-5.395,1.591,-0.911,-1.084,11.572,-2.687,1.029,,,38.500,13.672,297.566
mL_AH1,2.905,-2.071,1.807,-0.847,-1.010,11.545,-2.511,1.100,,,38.500,14.160,226.367
mL_AH1,2.906,-0.862,2.011,-0.749,-0.936,11.507,-2.330,1.182,,,38.500,14.648,256.618
mL_AH1,2.907,-2.504,2.203,-0.612,-0.863,11.474,-2.144,1.272,,,38.500,15.137,365.425
mL_AH1,2.908,1.236,2.380,-0.436,-0.790,11.429,-1.952,1.370,,,38.500,15.625,369.481
mL_AH1,2.909,-0.619,2.543,-0.224,-0.717,11.388,-1.756,1.474,,,38.500,16.113,134.779
mL_AH1,2.910,-5.810,2.691,0.020,-0.645,11.336,-1.555,1.582,,,38.500,16.602,171.597
